Walc,guardian,Result
Low,mother,5
Low,mother,5
Low,mother,6
Low,mother,6
Low,mother,6
Low,mother,7
Low,mother,7
Low,mother,7
Low,mother,7
Low,mother,7
Low,mother,7
Low,mother,8
Low,mother,8
Low,mother,8
Low,mother,8
Low,mother,8
Low,mother,9
Low,mother,9
Low,mother,9
Low,mother,9
Low,mother,9
Low,mother,9
Low,mother,9
Low,mother,9
Low,mother,9
Low,mother,9
Low,mother,9
Low,mother,10
Low,mother,10
Low,mother,10
Low,mother,10
Low,mother,10
Low,mother,10
Low,mother,10
Low,mother,10
Low,mother,10
Low,mother,10
Low,mother,10
Low,mother,10
Low,mother,10
Low,mother,10
Low,mother,10
Low,mother,11
Low,mother,11
Low,mother,11
Low,mother,11
Low,mother,11
Low,mother,11
Low,mother,11
Low,mother,11
Low,mother,11
Low,mother,11
Low,mother,11
Low,mother,11
Low,mother,11
Low,mother,11
Low,mother,11
Low,mother,11
Low,mother,11
Low,mother,11
Low,mother,11
Low,mother,11
Low,mother,11
Low,mother,11
Low,mother,11
Low,mother,12
Low,mother,12
Low,mother,12
Low,mother,12
Low,mother,12
Low,mother,12
Low,mother,12
Low,mother,12
Low,mother,12
Low,mother,12
Low,mother,12
Low,mother,12
Low,mother,12
Low,mother,12
Low,mother,12
Low,mother,12
Low,mother,12
Low,mother,13
Low,mother,13
Low,mother,13
Low,mother,13
Low,mother,13
Low,mother,13
Low,mother,13
Low,mother,13
Low,mother,13
Low,mother,13
Low,mother,13
Low,mother,13
Low,mother,13
Low,mother,13
Low,mother,13
Low,mother,13
Low,mother,13
Low,mother,13
Low,mother,14
Low,mother,14
Low,mother,14
Low,mother,14
Low,mother,14
Low,mother,14
Low,mother,14
Low,mother,14
Low,mother,14
Low,mother,14
Low,mother,14
Low,mother,14
Low,mother,14
Low,mother,14
Low,mother,14
Low,mother,15
Low,mother,15
Low,mother,15
Low,mother,15
Low,mother,15
Low,mother,15
Low,mother,15
Low,mother,15
Low,mother,15
Low,mother,15
Low,mother,15
Low,mother,15
Low,mother,15
Low,mother,15
Low,mother,15
Low,mother,15
Low,mother,16
Low,mother,16
Low,mother,16
Low,mother,16
Low,mother,16
Low,mother,16
Low,mother,16
Low,mother,16
Low,mother,16
Low,mother,16
Low,mother,16
Low,mother,16
Low,mother,16
Low,mother,16
Low,mother,17
Low,mother,17
Low,mother,17
Low,mother,17
Low,mother,18
Low,mother,18
Low,mother,18
Low,mother,18
Low,mother,18
Low,mother,18
Low,mother,19
Average,mother,3
Average,mother,4
Average,mother,5
Average,mother,5
Average,mother,5
Average,mother,5
Average,mother,6
Average,mother,6
Average,mother,7
Average,mother,7
Average,mother,8
Average,mother,8
Average,mother,8
Average,mother,8
Average,mother,8
Average,mother,8
Average,mother,8
Average,mother,9
Average,mother,9
Average,mother,9
Average,mother,9
Average,mother,9
Average,mother,9
Average,mother,9
Average,mother,9
Average,mother,9
Average,mother,9
Average,mother,9
Average,mother,10
Average,mother,10
Average,mother,10
Average,mother,10
Average,mother,10
Average,mother,10
Average,mother,10
Average,mother,10
Average,mother,10
Average,mother,10
Average,mother,10
Average,mother,10
Average,mother,10
Average,mother,10
Average,mother,10
Average,mother,10
Average,mother,10
Average,mother,10
Average,mother,10
Average,mother,10
Average,mother,10
Average,mother,10
Average,mother,11
Average,mother,11
Average,mother,11
Average,mother,11
Average,mother,11
Average,mother,11
Average,mother,11
Average,mother,11
Average,mother,11
Average,mother,11
Average,mother,11
Average,mother,11
Average,mother,11
Average,mother,11
Average,mother,11
Average,mother,11
Average,mother,11
Average,mother,12
Average,mother,12
Average,mother,12
Average,mother,12
Average,mother,12
Average,mother,12
Average,mother,12
Average,mother,12
Average,mother,12
Average,mother,12
Average,mother,12
Average,mother,13
Average,mother,13
Average,mother,13
Average,mother,13
Average,mother,13
Average,mother,13
Average,mother,13
Average,mother,13
Average,mother,13
Average,mother,13
Average,mother,13
Average,mother,13
Average,mother,13
Average,mother,13
Average,mother,13
Average,mother,13
Average,mother,13
Average,mother,13
Average,mother,13
Average,mother,13
Average,mother,13
Average,mother,14
Average,mother,14
Average,mother,14
Average,mother,14
Average,mother,14
Average,mother,14
Average,mother,14
Average,mother,14
Average,mother,14
Average,mother,14
Average,mother,14
Average,mother,15
Average,mother,15
Average,mother,15
Average,mother,15
Average,mother,15
Average,mother,15
Average,mother,15
Average,mother,15
Average,mother,15
Average,mother,15
Average,mother,15
Average,mother,15
Average,mother,16
Average,mother,16
Average,mother,16
Average,mother,16
Average,mother,16
Average,mother,16
Average,mother,16
Average,mother,16
Average,mother,17
Average,mother,17
Average,mother,17
Average,mother,18
Average,mother,18
Average,mother,18
High,mother,3
High,mother,4
High,mother,6
High,mother,6
High,mother,7
High,mother,7
High,mother,7
High,mother,7
High,mother,7
High,mother,8
High,mother,8
High,mother,8
High,mother,8
High,mother,8
High,mother,8
High,mother,9
High,mother,9
High,mother,9
High,mother,9
High,mother,9
High,mother,9
High,mother,9
High,mother,9
High,mother,9
High,mother,9
High,mother,9
High,mother,9
High,mother,9
High,mother,10
High,mother,10
High,mother,10
High,mother,10
High,mother,10
High,mother,10
High,mother,10
High,mother,10
High,mother,10
High,mother,10
High,mother,10
High,mother,10
High,mother,10
High,mother,10
High,mother,10
High,mother,10
High,mother,10
High,mother,10
High,mother,10
High,mother,11
High,mother,11
High,mother,11
High,mother,11
High,mother,11
High,mother,11
High,mother,11
High,mother,11
High,mother,11
High,mother,11
High,mother,11
High,mother,11
High,mother,11
High,mother,11
High,mother,12
High,mother,12
High,mother,12
High,mother,12
High,mother,12
High,mother,12
High,mother,12
High,mother,12
High,mother,12
High,mother,12
High,mother,12
High,mother,12
High,mother,13
High,mother,13
High,mother,13
High,mother,13
High,mother,13
High,mother,13
High,mother,13
High,mother,13
High,mother,13
High,mother,13
High,mother,13
High,mother,13
High,mother,14
High,mother,14
High,mother,15
High,mother,15
High,mother,15
High,mother,15
High,mother,16
High,mother,16
High,mother,16
High,mother,16
High,mother,16
High,mother,17
Very High,mother,3
Very High,mother,4
Very High,mother,6
Very High,mother,7
Very High,mother,7
Very High,mother,7
Very High,mother,7
Very High,mother,7
Very High,mother,7
Very High,mother,8
Very High,mother,8
Very High,mother,8
Very High,mother,9
Very High,mother,9
Very High,mother,9
Very High,mother,9
Very High,mother,9
Very High,mother,9
Very High,mother,9
Very High,mother,9
Very High,mother,9
Very High,mother,10
Very High,mother,10
Very High,mother,10
Very High,mother,10
Very High,mother,10
Very High,mother,10
Very High,mother,11
Very High,mother,11
Very High,mother,11
Very High,mother,11
Very High,mother,11
Very High,mother,11
Very High,mother,11
Very High,mother,12
Very High,mother,12
Very High,mother,12
Very High,mother,12
Very High,mother,12
Very High,mother,13
Very High,mother,13
Very High,mother,13
Very High,mother,13
Very High,mother,13
Very High,mother,13
Very High,mother,14
Very High,mother,15
Very High,mother,15
Very High,mother,15
Very High,mother,16
Very High,mother,18
Very High,mother,18
Very Low,father,5
Very Low,father,6
Very Low,father,6
Very Low,father,7
Very Low,father,7
Very Low,father,7
Very Low,father,8
Very Low,father,9
Very Low,father,9
Very Low,father,9
Very Low,father,9
Very Low,father,9
Very Low,father,10
Very Low,father,10
Very Low,father,10
Very Low,father,10
Very Low,father,10
Very Low,father,10
Very Low,father,11
Very Low,father,11
Very Low,father,11
Very Low,father,11
Very Low,father,11
Very Low,father,11
Very Low,father,11
Very Low,father,11
Very Low,father,11
Very Low,father,11
Very Low,father,11
Very Low,father,11
Very Low,father,11
Very Low,father,11
Very Low,father,11
Very Low,father,11
Very Low,father,12
Very Low,father,12
Very Low,father,12
Very Low,father,12
Very Low,father,12
Very Low,father,12
Very Low,father,12
Very Low,father,12
Very Low,father,12
Very Low,father,13
Very Low,father,13
Very Low,father,13
Very Low,father,13
Very Low,father,13
Very Low,father,13
Very Low,father,13
Very Low,father,13
Very Low,father,13
Very Low,father,13
Very Low,father,14
Very Low,father,14
Very Low,father,14
Very Low,father,14
Very Low,father,14
Very Low,father,14
Very Low,father,14
Very Low,father,14
Very Low,father,14
Very Low,father,14
Very Low,father,14
Very Low,father,15
Very Low,father,15
Very Low,father,15
Very Low,father,15
Very Low,father,15
Very Low,father,15
Very Low,father,15
Very Low,father,15
Very Low,father,15
Very Low,father,15
Very Low,father,15
Very Low,father,15
Very Low,father,16
Very Low,father,16
Very Low,father,16
Very Low,father,17
Very Low,father,17
Very Low,father,17
Very Low,father,17
Very Low,father,18
Very Low,father,18
Very Low,father,18
Very Low,father,18
Very Low,father,19
Low,father,4
Low,father,4
Low,father,6
Low,father,7
Low,father,7
Low,father,8
Low,father,9
Low,father,9
Low,father,9
Low,father,10
Low,father,10
Low,father,10
Low,father,10
Low,father,10
Low,father,10
Low,father,10
Low,father,11
Low,father,11
Low,father,11
Low,father,11
Low,father,11
Low,father,11
Low,father,11
Low,father,11
Low,father,11
Low,father,12
Low,father,12
Low,father,12
Low,father,12
Low,father,12
Low,father,12
Low,father,13
Low,father,13
Low,father,13
Low,father,13
Low,father,13
Low,father,13
Low,father,13
Low,father,13
Low,father,13
Low,father,13
Low,father,13
Low,father,13
Low,father,13
Low,father,13
Low,father,13
Low,father,14
Low,father,14
Low,father,14
Low,father,14
Low,father,14
Low,father,14
Low,father,14
Low,father,15
Low,father,15
Low,father,16
Low,father,16
Low,father,18
Low,father,18
Average,father,2
Average,father,5
Average,father,6
Average,father,7
Average,father,7
Average,father,8
Average,father,9
Average,father,9
Average,father,9
Average,father,9
Average,father,9
Average,father,10
Average,father,10
Average,father,10
Average,father,10
Average,father,10
Average,father,11
Average,father,11
Average,father,12
Average,father,12
Average,father,12
Average,father,12
Average,father,12
Average,father,12
Average,father,12
Average,father,12
Average,father,13
Average,father,13
Average,father,13
Average,father,13
Average,father,13
Average,father,14
Average,father,14
Average,father,15
Average,father,15
Average,father,15
Average,father,15
Average,father,16
Average,father,16
Average,father,16
Average,father,16
Average,father,17
Average,father,18
Average,father,18
Average,father,18
High,father,4
High,father,6
High,father,7
High,father,7
High,father,8
High,father,8
High,father,9
High,father,10
High,father,10
High,father,10
High,father,10
High,father,10
High,father,10
High,father,10
High,father,10
High,father,10
High,father,10
High,father,11
High,father,11
High,father,11
High,father,11
High,father,12
High,father,12
High,father,12
High,father,12
High,father,13
High,father,13
High,father,13
High,father,14
High,father,14
High,father,14
High,father,15
High,father,18
Very High,father,5
Very High,father,7
Very High,father,8
Very High,father,10
Very High,father,10
Very High,father,10
Very High,father,11
Very High,father,11
Very High,father,11
Very High,father,11
Very High,father,12
Very High,father,12
Very High,father,12
Very High,father,13
Very High,father,14
Very High,father,14
Very High,father,16
Very High,father,16
Very Low,other,2
Very Low,other,3
Very Low,other,6
Very Low,other,8
Very Low,other,8
Very Low,other,8
Very Low,other,8
Very Low,other,9
Very Low,other,9
Very Low,other,9
Very Low,other,9
Very Low,other,10
Very Low,other,10
Very Low,other,10
Very Low,other,11
Very Low,other,11
Very Low,other,11
Very Low,other,12
Very Low,other,12
Very Low,other,13
Very Low,other,13
Very Low,other,13
Very Low,other,14
Very Low,other,14
Very Low,other,14
Very Low,other,15
Very Low,other,15
Very Low,other,15
Very Low,other,16
Very Low,other,18
Low,other,6
Low,other,8
Low,other,8
Low,other,8
Low,other,9
Low,other,10
Low,other,11
Low,other,12
Low,other,12
Low,other,12
Low,other,12
Low,other,14
Low,other,14
Average,other,7
Average,other,8
Average,other,8
Average,other,9
Average,other,9
Average,other,9
Average,other,9
Average,other,9
Average,other,9
Average,other,10
Average,other,10
Average,other,10
Average,other,11
Average,other,11
Average,other,12
Average,other,12
Average,other,13
Average,other,14
Average,other,14
High,other,3
High,other,10
High,other,10
High,other,11
High,other,11
High,other,11
High,other,12
High,other,14
Very High,other,8
Very High,other,9
Very High,other,11
