Walc,guardian,Result
2,mother,2
2,mother,2
2,mother,3
2,mother,4
2,mother,4
2,mother,5
2,mother,5
2,mother,5
2,mother,6
2,mother,6
2,mother,6
2,mother,7
2,mother,7
2,mother,7
2,mother,7
2,mother,7
2,mother,7
2,mother,8
2,mother,8
2,mother,8
2,mother,8
2,mother,8
2,mother,9
2,mother,9
2,mother,9
2,mother,9
2,mother,9
2,mother,9
2,mother,9
2,mother,9
2,mother,9
2,mother,9
2,mother,9
2,mother,10
2,mother,10
2,mother,10
2,mother,10
2,mother,10
2,mother,10
2,mother,10
2,mother,10
2,mother,10
2,mother,10
2,mother,10
2,mother,10
2,mother,10
2,mother,10
2,mother,10
2,mother,11
2,mother,11
2,mother,11
2,mother,11
2,mother,11
2,mother,11
2,mother,11
2,mother,11
2,mother,11
2,mother,11
2,mother,11
2,mother,11
2,mother,11
2,mother,11
2,mother,11
2,mother,11
2,mother,11
2,mother,11
2,mother,11
2,mother,11
2,mother,11
2,mother,11
2,mother,11
2,mother,12
2,mother,12
2,mother,12
2,mother,12
2,mother,12
2,mother,12
2,mother,12
2,mother,12
2,mother,12
2,mother,12
2,mother,12
2,mother,12
2,mother,12
2,mother,12
2,mother,12
2,mother,12
2,mother,12
2,mother,13
2,mother,13
2,mother,13
2,mother,13
2,mother,13
2,mother,13
2,mother,13
2,mother,13
2,mother,13
2,mother,13
2,mother,13
2,mother,13
2,mother,13
2,mother,13
2,mother,13
2,mother,13
2,mother,13
2,mother,13
2,mother,14
2,mother,14
2,mother,14
2,mother,14
2,mother,14
2,mother,14
2,mother,14
2,mother,14
2,mother,14
2,mother,14
2,mother,14
2,mother,14
2,mother,14
2,mother,14
2,mother,14
2,mother,15
2,mother,15
2,mother,15
2,mother,15
2,mother,15
2,mother,15
2,mother,15
2,mother,15
2,mother,15
2,mother,15
2,mother,15
2,mother,15
2,mother,15
2,mother,15
2,mother,15
2,mother,15
2,mother,16
2,mother,16
2,mother,16
2,mother,16
2,mother,16
2,mother,16
2,mother,16
2,mother,16
2,mother,16
2,mother,16
2,mother,16
2,mother,16
2,mother,16
2,mother,16
2,mother,17
2,mother,17
2,mother,17
2,mother,17
2,mother,18
2,mother,18
2,mother,18
2,mother,18
2,mother,18
2,mother,18
2,mother,19
3,mother,3
3,mother,4
3,mother,5
3,mother,5
3,mother,5
3,mother,5
3,mother,6
3,mother,6
3,mother,7
3,mother,7
3,mother,8
3,mother,8
3,mother,8
3,mother,8
3,mother,8
3,mother,8
3,mother,8
3,mother,9
3,mother,9
3,mother,9
3,mother,9
3,mother,9
3,mother,9
3,mother,9
3,mother,9
3,mother,9
3,mother,9
3,mother,9
3,mother,10
3,mother,10
3,mother,10
3,mother,10
3,mother,10
3,mother,10
3,mother,10
3,mother,10
3,mother,10
3,mother,10
3,mother,10
3,mother,10
3,mother,10
3,mother,10
3,mother,10
3,mother,10
3,mother,10
3,mother,10
3,mother,10
3,mother,10
3,mother,10
3,mother,10
3,mother,11
3,mother,11
3,mother,11
3,mother,11
3,mother,11
3,mother,11
3,mother,11
3,mother,11
3,mother,11
3,mother,11
3,mother,11
3,mother,11
3,mother,11
3,mother,11
3,mother,11
3,mother,11
3,mother,11
3,mother,12
3,mother,12
3,mother,12
3,mother,12
3,mother,12
3,mother,12
3,mother,12
3,mother,12
3,mother,12
3,mother,12
3,mother,12
3,mother,13
3,mother,13
3,mother,13
3,mother,13
3,mother,13
3,mother,13
3,mother,13
3,mother,13
3,mother,13
3,mother,13
3,mother,13
3,mother,13
3,mother,13
3,mother,13
3,mother,13
3,mother,13
3,mother,13
3,mother,13
3,mother,13
3,mother,13
3,mother,13
3,mother,14
3,mother,14
3,mother,14
3,mother,14
3,mother,14
3,mother,14
3,mother,14
3,mother,14
3,mother,14
3,mother,14
3,mother,14
3,mother,15
3,mother,15
3,mother,15
3,mother,15
3,mother,15
3,mother,15
3,mother,15
3,mother,15
3,mother,15
3,mother,15
3,mother,15
3,mother,15
3,mother,16
3,mother,16
3,mother,16
3,mother,16
3,mother,16
3,mother,16
3,mother,16
3,mother,16
3,mother,17
3,mother,17
3,mother,17
3,mother,18
3,mother,18
3,mother,18
4,mother,3
4,mother,4
4,mother,6
4,mother,6
4,mother,7
4,mother,7
4,mother,7
4,mother,7
4,mother,7
4,mother,8
4,mother,8
4,mother,8
4,mother,8
4,mother,8
4,mother,8
4,mother,9
4,mother,9
4,mother,9
4,mother,9
4,mother,9
4,mother,9
4,mother,9
4,mother,9
4,mother,9
4,mother,9
4,mother,9
4,mother,9
4,mother,9
4,mother,10
4,mother,10
4,mother,10
4,mother,10
4,mother,10
4,mother,10
4,mother,10
4,mother,10
4,mother,10
4,mother,10
4,mother,10
4,mother,10
4,mother,10
4,mother,10
4,mother,10
4,mother,10
4,mother,10
4,mother,10
4,mother,10
4,mother,11
4,mother,11
4,mother,11
4,mother,11
4,mother,11
4,mother,11
4,mother,11
4,mother,11
4,mother,11
4,mother,11
4,mother,11
4,mother,11
4,mother,11
4,mother,11
4,mother,12
4,mother,12
4,mother,12
4,mother,12
4,mother,12
4,mother,12
4,mother,12
4,mother,12
4,mother,12
4,mother,12
4,mother,12
4,mother,12
4,mother,13
4,mother,13
4,mother,13
4,mother,13
4,mother,13
4,mother,13
4,mother,13
4,mother,13
4,mother,13
4,mother,13
4,mother,13
4,mother,13
4,mother,14
4,mother,14
4,mother,15
4,mother,15
4,mother,15
4,mother,15
4,mother,16
4,mother,16
4,mother,16
4,mother,16
4,mother,16
4,mother,17
5,mother,3
5,mother,4
5,mother,6
5,mother,7
5,mother,7
5,mother,7
5,mother,7
5,mother,7
5,mother,7
5,mother,8
5,mother,8
5,mother,8
5,mother,9
5,mother,9
5,mother,9
5,mother,9
5,mother,9
5,mother,9
5,mother,9
5,mother,9
5,mother,9
5,mother,10
5,mother,10
5,mother,10
5,mother,10
5,mother,10
5,mother,10
5,mother,11
5,mother,11
5,mother,11
5,mother,11
5,mother,11
5,mother,11
5,mother,11
5,mother,12
5,mother,12
5,mother,12
5,mother,12
5,mother,12
5,mother,13
5,mother,13
5,mother,13
5,mother,13
5,mother,13
5,mother,13
5,mother,14
5,mother,15
5,mother,15
5,mother,15
5,mother,16
5,mother,18
5,mother,18
1,father,5
1,father,6
1,father,6
1,father,7
1,father,7
1,father,7
1,father,8
1,father,9
1,father,9
1,father,9
1,father,9
1,father,9
1,father,10
1,father,10
1,father,10
1,father,10
1,father,10
1,father,10
1,father,11
1,father,11
1,father,11
1,father,11
1,father,11
1,father,11
1,father,11
1,father,11
1,father,11
1,father,11
1,father,11
1,father,11
1,father,11
1,father,11
1,father,11
1,father,11
1,father,12
1,father,12
1,father,12
1,father,12
1,father,12
1,father,12
1,father,12
1,father,12
1,father,12
1,father,13
1,father,13
1,father,13
1,father,13
1,father,13
1,father,13
1,father,13
1,father,13
1,father,13
1,father,13
1,father,14
1,father,14
1,father,14
1,father,14
1,father,14
1,father,14
1,father,14
1,father,14
1,father,14
1,father,14
1,father,14
1,father,15
1,father,15
1,father,15
1,father,15
1,father,15
1,father,15
1,father,15
1,father,15
1,father,15
1,father,15
1,father,15
1,father,15
1,father,16
1,father,16
1,father,16
1,father,17
1,father,17
1,father,17
1,father,17
1,father,18
1,father,18
1,father,18
1,father,18
1,father,19
2,father,4
2,father,4
2,father,6
2,father,7
2,father,7
2,father,8
2,father,9
2,father,9
2,father,9
2,father,10
2,father,10
2,father,10
2,father,10
2,father,10
2,father,10
2,father,10
2,father,11
2,father,11
2,father,11
2,father,11
2,father,11
2,father,11
2,father,11
2,father,11
2,father,11
2,father,12
2,father,12
2,father,12
2,father,12
2,father,12
2,father,12
2,father,13
2,father,13
2,father,13
2,father,13
2,father,13
2,father,13
2,father,13
2,father,13
2,father,13
2,father,13
2,father,13
2,father,13
2,father,13
2,father,13
2,father,13
2,father,14
2,father,14
2,father,14
2,father,14
2,father,14
2,father,14
2,father,14
2,father,15
2,father,15
2,father,16
2,father,16
2,father,18
2,father,18
3,father,2
3,father,5
3,father,6
3,father,7
3,father,7
3,father,8
3,father,9
3,father,9
3,father,9
3,father,9
3,father,9
3,father,10
3,father,10
3,father,10
3,father,10
3,father,10
3,father,11
3,father,11
3,father,12
3,father,12
3,father,12
3,father,12
3,father,12
3,father,12
3,father,12
3,father,12
3,father,13
3,father,13
3,father,13
3,father,13
3,father,13
3,father,14
3,father,14
3,father,15
3,father,15
3,father,15
3,father,15
3,father,16
3,father,16
3,father,16
3,father,16
3,father,17
3,father,18
3,father,18
3,father,18
4,father,4
4,father,6
4,father,7
4,father,7
4,father,8
4,father,8
4,father,9
4,father,10
4,father,10
4,father,10
4,father,10
4,father,10
4,father,10
4,father,10
4,father,10
4,father,10
4,father,10
4,father,11
4,father,11
4,father,11
4,father,11
4,father,12
4,father,12
4,father,12
4,father,12
4,father,13
4,father,13
4,father,13
4,father,14
4,father,14
4,father,14
4,father,15
4,father,18
5,father,5
5,father,7
5,father,8
5,father,10
5,father,10
5,father,10
5,father,11
5,father,11
5,father,11
5,father,11
5,father,12
5,father,12
5,father,12
5,father,13
5,father,14
5,father,14
5,father,16
5,father,16
1,other,2
1,other,3
1,other,6
1,other,8
1,other,8
1,other,8
1,other,8
1,other,9
1,other,9
1,other,9
1,other,9
1,other,10
1,other,10
1,other,10
1,other,11
1,other,11
1,other,11
1,other,12
1,other,12
1,other,13
1,other,13
1,other,13
1,other,14
1,other,14
1,other,14
1,other,15
1,other,15
1,other,15
1,other,16
1,other,18
2,other,6
2,other,8
2,other,8
2,other,8
2,other,9
2,other,10
2,other,11
2,other,12
2,other,12
2,other,12
2,other,12
2,other,14
2,other,14
3,other,7
3,other,8
3,other,8
3,other,9
3,other,9
3,other,9
3,other,9
3,other,9
3,other,9
3,other,10
3,other,10
3,other,10
3,other,11
3,other,11
3,other,12
3,other,12
3,other,13
3,other,14
3,other,14
4,other,3
4,other,10
4,other,10
4,other,11
4,other,11
4,other,11
4,other,12
4,other,14
5,other,8
5,other,9
5,other,11
